Date,Open,High,Low,Close,Adj Close,Volume,company
2023-07-20,104.900002,104.900002,103.68,104.059998,100.782173,3089793,Nestlé
2023-07-21,104.519997,105.019997,104.360001,104.660004,101.363281,2254626,Nestlé
2023-07-24,104.879997,105.040001,104.160004,104.400002,101.111465,1800316,Nestlé
2023-07-25,104.739998,105.360001,104.599998,104.599998,101.305161,2319325,Nestlé
2023-07-26,105.18,105.239998,103.839996,105.239998,101.925003,2727668,Nestlé
2023-07-27,106.300003,108.480003,106.199997,108.0,104.598068,3999682,Nestlé
2023-07-28,107.040001,108.239998,106.5,107.360001,103.978226,2626250,Nestlé
2023-07-31,107.0,107.68,106.699997,106.879997,103.513344,2335285,Nestlé
2023-08-02,106.660004,107.739998,106.400002,107.300003,103.92012,3180047,Nestlé
2023-08-03,107.0,107.080002,105.120003,105.360001,102.041222,2861077,Nestlé
2023-08-04,105.300003,105.360001,103.720001,104.160004,100.879028,2801728,Nestlé
2023-08-07,104.160004,104.480003,103.639999,104.360001,101.072723,1965257,Nestlé
2023-08-08,104.440002,105.040001,104.040001,104.040001,100.762802,2189333,Nestlé
2023-08-09,103.959999,104.639999,103.760002,104.300003,101.014618,1480568,Nestlé
2023-08-10,104.440002,105.300003,104.440002,105.040001,101.731308,2016437,Nestlé
2023-08-11,104.879997,105.019997,104.059998,104.080002,100.801544,1648160,Nestlé
2023-08-14,104.400002,104.660004,104.040001,104.5,101.208313,1597995,Nestlé
2023-08-15,104.300003,104.32,102.800003,103.0,99.755562,2266059,Nestlé
2023-08-16,103.0,104.360001,103.0,104.220001,100.937134,2411485,Nestlé
2023-08-17,103.760002,103.919998,103.239998,103.300003,100.04612,2062494,Nestlé
2023-08-18,103.139999,103.879997,102.779999,103.860001,100.588478,2660675,Nestlé
2023-08-21,103.599998,104.720001,103.580002,104.160004,100.879028,2317502,Nestlé
2023-08-22,104.379997,105.18,104.160004,104.160004,100.879028,1973664,Nestlé
2023-08-23,104.220001,105.260002,104.120003,104.720001,101.421387,1659755,Nestlé
2023-08-24,105.360001,105.82,105.199997,105.699997,102.370514,2490785,Nestlé
2023-08-25,105.5,106.5,105.5,106.239998,102.893501,2185900,Nestlé
2023-08-28,106.5,106.860001,106.360001,106.559998,103.203423,1491938,Nestlé
2023-08-29,106.800003,107.419998,106.599998,106.959999,103.590828,2387756,Nestlé
2023-08-30,107.019997,107.260002,106.160004,106.32,102.970985,2239872,Nestlé
2023-08-31,106.639999,106.839996,106.0,106.400002,103.04847,7885215,Nestlé
2023-09-01,106.099998,106.660004,105.260002,105.459999,102.138077,2023877,Nestlé
2023-09-04,105.360001,105.959999,104.879997,105.040001,101.731308,1401253,Nestlé
2023-09-05,104.900002,104.940002,103.739998,103.739998,100.472252,2330313,Nestlé
2023-09-06,103.660004,104.440002,103.32,104.199997,100.917763,1954756,Nestlé
2023-09-07,104.139999,105.300003,103.519997,105.199997,101.886261,2199011,Nestlé
2023-09-08,105.0,105.459999,104.639999,105.220001,101.905632,1531719,Nestlé
2023-09-11,105.5,106.139999,105.279999,106.099998,102.757912,1872659,Nestlé
2023-09-12,106.120003,106.599998,105.139999,105.139999,101.828156,2211199,Nestlé
2023-09-13,104.919998,104.919998,103.860001,104.300003,101.014618,2602036,Nestlé
2023-09-14,104.800003,104.959999,104.040001,104.959999,101.653824,2767352,Nestlé
2023-09-15,104.900002,105.900002,104.860001,105.419998,102.099335,7127726,Nestlé
