,company,title,link,source,content,publish_date,time,article_type
40,Dior,"Rihanna Reunites With Dior, Officially [Updated]",https://news.google.com/read/CBMikgFBVV95cUxQQWVUYlVPZkc4bWxnQkRnOXZONW5kV3VXSnZ6NVc2WjhKSUZGNEZNZjRuLTljdlA4UGFNZ3lsSDVJTVRSRTJOcE1KczJFcmVmUDdMNVNzQlFGU3NJZUE2U0RSeTVIQ284M1hxWVhMM3FJa2R4Z1BPU2loR0w1RlpEQkdwR202QVBwNGN2LWFlaThmdw?hl=en-US&gl=US&ceid=US%3Aen,Fashionista,,2024-06-18T07:00:00.000Z,Jun 18,regular
41,Dior,"Dior, Armani Under Fire for Misleading Consumers Over Abuse of Workers",https://news.google.com/read/CBMiyAFBVV95cUxPQTR0czRmX2ZWU21XLWEwTmVvTXFJWjVXTEpzY2E1akFacldhcTJrYmlzMHZSU0dQTHV3OTlPNUNha0VnSzdxNkJIbW9PNjJTZUNvMmtkWk52bm13YWdxTWwyc1dlNVpKdi1GMm04dC1LOWRjWjJST1Z3blRDY3FCdy1Zb0RXOHB2WnkxTHd6THVEXzA5NFUwd0xZZGZReXpIQXZBWDVBVXE0aVlCX3o5STkzWnM5blVOa25oNy1ZNU4wWW5UY18zeA?hl=en-US&gl=US&ceid=US%3Aen,SupplyChainBrain,,2024-07-19T07:00:00.000Z,Jul 19,regular
42,Dior,Jennifer Lopez and more step out for Dior Haute Couture Fall/Winter show in Paris,https://news.google.com/read/CBMirAFBVV95cUxNVGNqUER0SlJ0TnJNUlVpNHF4YWxFUWJIU3NTSTJiRG00OFNiTDFsUnllRm1lTmNlV3g1b3M5VTlFRmMyZGlUQ1pHWmFLLUpvdm9DbGZqMkJUWnlsRWppeW1Dem44SHRsWjVRYVFEZDF0UHdKZWhtbXQ2cmhmei1RbHBmYjlJMnRDRlBGUVpZb096ZF9WWF81dVlpekRySEFBMHcwODV3MXpYdkhJ0gGyAUFVX3lxTFA3azFuYldybXVmSzRvRTlPUnp3RXAxZ1ZwNFBRM2p3VXAzTEFoYXl5Rm5lSkpYcDFvd1YzMkQtR0VrdjQtLVBfNlZ5NEFtLXBUdldIYXp5ZzNxS0k3UU1TelJBbTFrdFU5a1hpbWMydFdBcUh1UWEwYWN0ajRaLUNWaTdDdHgxajBaY1FNX1dTbkF4bk5JOEFQTllkX05LT3BISXc1bHlWbjM0S3lOS2NhNVE?hl=en-US&gl=US&ceid=US%3Aen,ABC News,,2024-06-24T07:00:00.000Z,Jun 24,regular
43,Dior,The UAE Welcomes Its First Dior Spa,https://news.google.com/read/CBMilgFBVV95cUxNZ1hDYmpwYUxFbTNJbXNTQXJKNXl3S2RTSTNQV05kUU90SDdvejlPR1FmQ2xVRW5iaUxvMDZ5azhwdUtIc3lTb2lZdGE3ajktZ0ZxM29hTmJUakxmZEFSZWFCVm1nT0FxOWd0ZG9DdUVka0N5dHJQRVJlLVBvd2hEY0g4V2ZtWXVjRVZXbTJzUmhmR2c2dVE?hl=en-US&gl=US&ceid=US%3Aen,Forbes,,2024-04-26T07:00:00.000Z,Apr 26,regular
44,Dior,Rihanna Is the New Face of Dior's J’adore Fragrance,https://news.google.com/read/CBMigwFBVV95cUxPbEt1LVpWWVNmeGhMbFRwdzdpSm1SVVJlUU92b2xUa090Vlhxby1yWUE1bnpTWE45T1MxaldCd1h6bHJPVFk5TU1zYk1HTGNoWEJUZHNGRm1xUlFCVnhtQjVHdnJXb0twUHNHRi1BNTktd2c2dzlhaW1WODF0V21vU215SQ?hl=en-US&gl=US&ceid=US%3Aen,Harper's BAZAAR,,2024-06-18T07:00:00.000Z,Jun 18,regular
45,Dior,How Christian Dior Revolutionized Fashion With His New Look,https://news.google.com/read/CBMiaEFVX3lxTE1Ndm1ldWozRWlBRERtMjJETHROMm12SlRMQl92WkF3LWxNSms0WHVfeEo5Zm16ZWpFT3kwbktiZnAyWU5VNC1oZmdBWkhqVnNiOUFBSlk0ZUJtaXA0U2d2bnlpRGc4TDdE?hl=en-US&gl=US&ceid=US%3Aen,WWD,,2024-02-13T08:00:00.000Z,Feb 13,regular
46,Dior,Rihanna is the new face of Dior's J'Adore fragrance,https://news.google.com/read/CBMilgFBVV95cUxNV19hcG4yVWFJdGJUVk5XM2Y0OXhza1E0QWUtSGVDNVFJRWhnOWJMVTZabjBXM3lFUnZiV0NFdXZfdzhhVnlWQmlZN0Y3SUZnTlZ2WElfV0daa19oZnB6TVJJSHpNVnk0bUhFYjNBUlJiaEVJV3pNOXZpTnlXU0Vab2w1UmdPZVBZTElHMW92TE43ZjJQUXfSAZsBQVVfeXFMTzZTSUdCNU1jdVlFdjBEelhGZF9jUG5vQnVtZjJ0ekFuUEluc0RfRjdYbkhQbUw1VEVGZFVsOTBabU9tekluTUFlR3dXRWdKRy04MDJ6Q00wMjY2SHYzWVNxMkN5X0IwRXltZlJiWDdCLUZXazE3VEVtT2dIVVYyTTZqM1RvNHN2Y3hwMXp4T2s3TDdseEprUGM4OUU?hl=en-US&gl=US&ceid=US%3Aen,ABC News,,2024-06-18T07:00:00.000Z,Jun 18,regular
47,Dior,Dior Presents an Olympian-Inspired Couture Collection for Fall 2024,https://news.google.com/read/CBMiekFVX3lxTE00UWE3Qlc0RTFvODBSVkwtdENMdkZjOE1OT21aMElTdUloZGJVUlR6WDU0MEQ3cHI3NUtkVWxMYi0zOGVQcWRWMElUcXBvUG5OZUstYm9CbnQ3U0lSNjlSVlo1LWdaa3RBYzF6dXNSWFRmWFdaX25TQm5B?hl=en-US&gl=US&ceid=US%3Aen,W Magazine,,2024-06-24T07:00:00.000Z,Jun 24,regular
48,Dior,Dior Launches $230 Fragrance For Babies,https://news.google.com/read/CBMiigFBVV95cUxQcXNnVHdTSVBiM0lxN1kwbHlNMEpPUzctaFpwZWpOWTdraENKSmdwbDN0RkFfX0NHWDdULUZmTC0zdXFobVR6bzRqb25BZ0pyOGEyMTItTHJPVGhLVk16Y1NZMXhjV1dfMXYya3RrUFRwVFV2cmozUEFJMmI1NGtlM09EYzBXWWZhZ3c?hl=en-US&gl=US&ceid=US%3Aen,The Business of Fashion,,2023-11-06T08:00:00.000Z,"Nov 6, 2023",regular
49,Dior,Dior Handbags Unit Under Fire Amid Allegations of Labor Exploitation,https://news.google.com/read/CBMioAFBVV95cUxQZlZtNHU4UWR5UVRPVE1xQWNURFpuOWJwbFJQTHN4T0ZzT1lFS0p2VXVKeEpVLVNkV3FGczNSemJ1eVN3Mm45Y09rOWdmTEtDQ21UVTJDeGV2SG44SXF3bHhWUmxya2hadDExemg4WkRnTml1WldWWktTWjJ4Sm95UnNYZlduV050MGZaT1RucU5KWUxGVW05ekNKX1hEaUlI?hl=en-US&gl=US&ceid=US%3Aen,The Fashion Law,,2024-06-12T07:00:00.000Z,Jun 12,regular
50,Dior,EXCLUSIVE: Dior Names Rosalía Global Ambassador and Lady Dior Campaign Face,https://news.google.com/read/CBMijwFBVV95cUxNaXJXMWluci14Zms1TWFkWGFLek83X0NDaUI3UFU3ZXVNTFlwS28zX3hUVGJTMUt2bGlPNmFpTTNlVGZXbWpxdEZKTnFleUtzQ2pTdklDeGF4NDc0b3Y5Vk1xRmhibG1qQW45bWxvRG14X29UOVZ2NlJWTThRS1RRcUhuZC1PZ1BaS21BdE1uQQ?hl=en-US&gl=US&ceid=US%3Aen,WWD,,2024-05-15T07:00:00.000Z,May 15,regular
51,Dior,How Christian Dior made virtual try-ons a luxury experience,https://news.google.com/read/CBMipgFBVV95cUxPejhUY1VWM1BZa1BsemlTcFh1d0Vod2NiVzgzQWtxZlBZZ19salFsY3J1OXZ1Qk9MNGJuaC1MNmVMb2VGTzlLczZHS0o4dFZDZ1RrdVhPbmZ6Mm4yOTAwdlpHRDMxR245YnFCV3NPQUxOaFZsRXFsekp4M0dYajB5Z3FiTi01TmFRaUNlWldxSUt0S3Q3WXFwaW14aTR6NG9wVUJRakZ3?hl=en-US&gl=US&ceid=US%3Aen,Marketing Dive,,2024-04-10T07:00:00.000Z,Apr 10,regular
52,Dior,"HRC remembers Brandon ""Tayy Dior"" Thomas, transgender teenager killed in Mobile, Alabama",https://news.google.com/read/CBMirgFBVV95cUxNbEtRcHN0cEs5S1lKWDRXVlN2cE5zaWJ3eGlYT2F2ZXVUSmNjOFpIQWNkUzhMLU1ZckQ2aGQxalVvV2Q1ekxiN2xjdWFLSFVRV0Rra21qQkwxSURaWHF1V21TZDdOQUg1MzhwVUVFSHNaTHJLMDB1RnFEZzFUUHN6aF9pQi1SNlBocGE0OVlMQ2xPeWt5c2EybVJqWkd5N2JUWDFVRVZEUWt5QkhMU1E?hl=en-US&gl=US&ceid=US%3Aen,Human Rights Campaign,,2024-05-22T07:00:00.000Z,May 22,regular
53,Dior,There's a Reason Everyone Still Loves Dior,https://news.google.com/read/CBMiW0FVX3lxTE1hanFaVlhpN05CYVlWdjBJb3FLOHkxQlFtYTJ6NjVlZWt3RHd4UXhJekpFY1RPQkxyaG5ldXU3cXlfYXNlRWwyVjBXLWlfZHd2Nkh6UXU2TENWUjg?hl=en-US&gl=US&ceid=US%3Aen,InStyle,,2024-01-03T08:00:00.000Z,Jan 3,regular
54,Dior,Spend a Whole Day at The Dior Spa in Paris,https://news.google.com/read/CBMiXkFVX3lxTFB3QXlOLWFOZ1RKVTd2WWZBYVl4d0REbWR4ZGswUGtabzBMNTFXOURXUzNKOHB4cjR5eXhGcE9yTXQ5TXlIUUlVYkxVa2hYMjJRQk5ITGJaaHVqRF95RHc?hl=en-US&gl=US&ceid=US%3Aen,Coveteur,,2024-06-10T07:00:00.000Z,Jun 10,regular
55,Dior,Christian Dior’s $57 Handbags Have a Hidden Cost: Reputational Risk,https://news.google.com/read/CBMihgFBVV95cUxNT1djbV9BUDBVRjNqSXdoRlR0V3oxRUFZZHNxTHNQQWF3NWdSOThDSWVaR3h2SUJpcHRyN0d6LWliN0IwRS1KOTJtVFZtVDV3Yy1SWGN6MlFsSXY5U0dOazB4Y0ttNXJBbnU5Uko4cDRpbW4tM3Z0Z3VzaUlZa1h6RzZHTHdVQQ?hl=en-US&gl=US&ceid=US%3Aen,Yahoo Finance,,2024-07-09T07:00:00.000Z,Jul 9,regular
56,Dior,Exclusive: Dior fell behind on UK's supply chain disclosures,https://news.google.com/read/CBMixAFBVV95cUxQMHh0cWlVdE9IcjNWcXh6dXdiVDBkb29MeVozeWVTVnY5U01waTRDUGhUVVFZNlRIcVFEWlA5S1N0bjRhUWJva3VQRkRfVjNPZ2pzbkhRaTNtaGhTWlZvdlJINUtocGVkNDJBU2Nra1lzMU1Vekw4ZkRmdFUzNng5LV9TZ1I3azNycG01NVRXVGNVRnhIQ0ljWWF0RTkwWlliTmpRQXNoY2R3a0VUX1ZiM0VlcG03bEZ4ZUVLZU1keURFNHF1?hl=en-US&gl=US&ceid=US%3Aen,Reuters,,2024-08-06T07:00:00.000Z,14 days ago,regular
57,Dior,Dior: Celebrities In Dior Creations At The 2024 Met Gala,https://news.google.com/read/CBMihwFBVV95cUxQVW9oVmhDb19jYW9reUo3dVVNQWc2QWtXekVuQ2dIZ1AwMnF4WlFyV2JxUEtVejZER3lSUmQ1YUZvNm9SUzEwcGtfZy1TZ2plc1dzbExfR0NjTEJkQy01U3JwU1dQSzhBUThUVHZrMXV5eFdtNjRHMUdoXy1NbnpLMGZScjZQcFE?hl=en-US&gl=US&ceid=US%3Aen,Luxferity,,2024-05-08T07:00:00.000Z,May 8,regular
58,Dior,Model Kelsey Merritt Attended Her First Dior Show at the Brooklyn Museum,https://news.google.com/read/CBMiZEFVX3lxTE9FWGtNU3JNV2ZkTTVCbndCY2NjTzRfRGxnaTAySXk5SVhKcDVSaXlObXpyUm5fdGVidDl5MXF0UFphbVBtZ3hrY0c5bVhzNGRqVjBkc081T3FsRjRWNzRFMjcyYlc?hl=en-US&gl=US&ceid=US%3Aen,Coveteur,,2024-04-17T07:00:00.000Z,Apr 17,regular
59,Dior,EXCLUSIVE: Robert Pattinson Stars in Campaign for New Dior Icons Menswear Line,https://news.google.com/read/CBMiwgFBVV95cUxPczhacDhRbnFFVkw0SVcyV1RCOWRvRGlOZ2dnUUFsUUVTSkMweEQyVFdLVG5CRzlYRzJ1ZVdNbDctMFlrYjZEVElJUU5CTFJxdURHS2FRQVVQYjYwbjlrRkhjMjNPYVRKREJBQ3VDbVhKb2s3bWhqWjIwcVZ3b1RvNGJTbDRqNVpVRzdvQlV1N3BRSkhTTU1Wa0w5eEktc2tRLXFFd2FObVNPOHdDNDBpT3hudHlGdW5rUVZ4TERvZnZkUQ?hl=en-US&gl=US&ceid=US%3Aen,WWD,,2023-10-27T07:00:00.000Z,"Oct 27, 2023",regular
60,Dior,"Dior paid a contractor $57 to make a bag that sold for nearly $2,800",https://news.google.com/read/CBMiqAFBVV95cUxQb0lHS1NlNmhSSndaSmNuLV9BcjMzSTZwRmF0bXhxaTBsdzRBYU5MV1c4VW9HUEczbjBIYlMxSEd2ZFRSdVg2OE9DdE5jMkZ5bC1ia3hTT1Bwakh6S29DNDFqbnVDMkxtQ2RCZmlWS05VRWoxaXdmVWRUcXA5cHZkSzRYZWc4YWJFVlVBckdXWW55SmpUQzVDZDR6WWZ3SFNUbng3eHBocXDSAa4BQVVfeXFMT185X1NZSVRib2M0OVNxVnlBZW1icGhEN3F6MHE2bHpuc21YNG40RVMtU2hNTm9yWkprbXg0azV1U0ZLbmJUdmtxN0xtQTRzNWd6bGROWVBGTlpobUE0NnlQNW54bkJTTHR3U21BdnFUdFFYZkpvaXREUDNBaDNDaHZiYWFEZXUxOHlkMXFROHlrYl9TY0J6ekpGb3BKZlM1LVVOdFBqM0M3Rm5vLUhn?hl=en-US&gl=US&ceid=US%3Aen,Business Insider,,2024-07-03T07:00:00.000Z,Jul 3,regular
61,Dior,French Actor-Producer Elsa Zylberstein Prepares Christian Dior Biopic Movie (EXCLUSIVE),https://news.google.com/read/CBMitgFBVV95cUxPRUo4Q1B4SFdFbnA1T0RYTG01U0pwX0lPWkU1a0xQb1RTSzhFSU9lZjRNNnAxVzZObkFPZ1ZHeWNIVjY3a2pMRmNXSE9FVkh6Ynp5eUFpZXBqaTY2LTVkTEwwWEloNkVINTNZNEdZaW83akJtYVF1QnhkemkzUE8wZ3hPaElzV0dISE1JbGY4TldOMF9pX1h1Q0NMdEEyOVRFd2xmNS1sTFk3WThxUUpGYmlwdE1LQdIBuwFBVV95cUxQU2xtMG1JbFBDd29SU0xvSHBsRFJUdUtxVlVDbnFCV2tPdGRSc0dobnhtRHJrMzZGSUwyWnZvWjhYdkJpY0RMVWpRa0NIdzYzNFc5TVMtdlNEckM1U0dnNUxXWDFsQ1NWeTE0S2xFUi05TlRIMFBGbTZhQTVxYWhrZ2dvMGkxYmh0S0h5M25VTHJnWTRIR2dudW9wdjVXMHJNZm93NU9QVjNjYjYtSFQ5UnFzWE5vaWhrQlRN?hl=en-US&gl=US&ceid=US%3Aen,Variety,,2023-09-03T07:00:00.000Z,"Sep 3, 2023",regular
62,Dior,"Marc Bohan, Designer Who Oversaw the Dior Look for Decades, Dies at 97",https://news.google.com/read/CBMicEFVX3lxTE5rNVpYZEU3NE9xazNja2MxRkRaOGh4bFdQUFZ4OVJtbW1yZks1QnpCTXI4d1NIcDhHQmN4NUt5QWFZU1lsRmNmSDRRMVRfQ1Z4R3hoa0lQR0hOT3V3dFpnTy1uZTByczQ5TU5vM0JGYnA?hl=en-US&gl=US&ceid=US%3Aen,The New York Times,,2023-09-10T07:00:00.000Z,"Sep 10, 2023",regular
63,Dior,"Armani, Dior Investigated by Italian Watchdog for ‘Unfair Commercial Practices’",https://news.google.com/read/CBMitwFBVV95cUxNWHBnLU1rSDNWbEwzMnczbHplUG13X0hYWDdlWF9YRXEzYURNY1U5ZDFaMUpnWm1PcUpYblNsc3pqUE9pbC1WMW9WZTE0eEJvOGNRSDcyZXJjd19ES2hzRkdZZWhTSGxoYW1lbWozbXZGS1F5MVpLUlJBU2pTTFpscE1xTDZYazdUNDRFWGNOcDZPRVR0d1ZfZi1mWlg2LTNqWU5qbFBTLWZNakFXWUhXd3liRW1BRTA?hl=en-US&gl=US&ceid=US%3Aen,Sourcing Journal,,2024-07-17T07:00:00.000Z,Jul 17,regular
64,Dior,"Italy antitrust targets Armani, Dior after worker exploitation probes",https://news.google.com/read/CBMi0gFBVV95cUxNcUtDLTVxUVIzbTZOT0tTWEtwRlljSlB2TlVXXzdoTE9fN2daM0JXU1A2U1d2WlZMeVVkaXNHU3o5RldwQzZXbzNqQm01UjNnTVk0ODVnUk93U2I4NjJzSGJRLW9xTElYM0tvZnIxeHZ3NzlJcG9RNkJJTGRZcVlBWHlNVy11TWNrcjRkMlpiaDRzVWV1eHFFLVVBQlNmaGF2UG50V1hqRjB1ZmdRRUlZYWVfVEtwUFdZVTRNM01rSmtwU3FJenExbUsyY0kzRHBoYWc?hl=en-US&gl=US&ceid=US%3Aen,Reuters,,2024-07-17T07:00:00.000Z,Jul 17,regular
65,Dior,"With thistles and tartan, Dior pays tribute to Scotland in cruise collection",https://news.google.com/read/CBMisAFBVV95cUxNMFZ1bUFEUk9qRlhVQm0zeHZnc2RSaWRVWVdnWFRlNDl2eTNKelRwZGNEb3lWZEhRSTNiVnVXTDlQWFBTRVZMcW9DX05fRjFhSlU3Mkg1RXgyUlZlLXVpMmx6QUZaY2tqc3JseDB5SWZJZ21rT3pFRDNlbVY3akJ5MFFTcDNBMzd5MG5xaFB4VkpHQWFOMkstbEhiNmxBQkd4LS1kbGlROXNKOWJOM084MQ?hl=en-US&gl=US&ceid=US%3Aen,Reuters,,2024-06-04T07:00:00.000Z,Jun 4,regular
66,Dior,Dior Fall 2024 Couture: Going for Gold,https://news.google.com/read/CBMieEFVX3lxTE8xS3U1TjZjNjhZbXFzQnBEM05RcjVYbmRlWkkxdnNjN0VLRlAyVm9jNjQzUFNJajVBajFCT1dZdGFMM3FEQzdXNTh0czZtZ1ZmYUhWZ3FoRHZjaDhocElKazFQTFlGUVQyaTJjR19SUlN2TEY3MEVNNA?hl=en-US&gl=US&ceid=US%3Aen,WWD,,2024-06-24T07:00:00.000Z,Jun 24,regular
67,Dior,EXCLUSIVE: Dior to Show Men’s Pre-fall Collection in Hong Kong,https://news.google.com/read/CBMitgFBVV95cUxNQlA5bUpnM1pBM0RYTkpBUHEtQ2JCVkxkUXJ3SUhiNTZjRWRDSkRXSTZRUEF3SklWcldqYlNMazhoY2p2OHVOU2lTU29NSnBiTnVxMHp2QlVudC1HNWRDSFFDYUVaWlRXc1hxOS1NN1hnMFc2Q25xREI2c19ueXZsdWd3RTlIVmtiZ1pCdi1QcFg1cTdTU2ZhX0MtVS1yOGx3d0xXSHNkd1BITTNTSUpMbVJ5ZXBGdw?hl=en-US&gl=US&ceid=US%3Aen,WWD,,2023-11-27T08:00:00.000Z,"Nov 27, 2023",regular
68,Dior,Fashion giant Christian Dior sues Springfield's Café Dior for trademark infringement,https://news.google.com/read/CBMiyAFBVV95cUxPM0V2SjVoLWEzMm1ZdDdFRTNVOFN2dVpaVHo0eGVpM0RVM3hMUGNoWUpTRFJGd0U3RDlKRVJVTFdSVG9EaFBhdngtRFdKWTdjZWVFRTZPdE5lbU1pOE9kR3R4bXh2TWxscDk3Z00tYlo3S0xSSnpUR2luQl9mVWtIZGM3SmNuZzNtaTZTX19tRnVxc3YtUGhFTTRNb011eHkxUGxNUlFyQkVkUk96WkR2MDMzSEowR2I4ZW9NZUY4OC1NZHlfVjF4Ug?hl=en-US&gl=US&ceid=US%3Aen,New England Public Media,,2024-07-30T07:00:00.000Z,Jul 30,regular
69,Dior,Dior Cruise 2025 Collection [PHOTOS],https://news.google.com/read/CBMingFBVV95cUxOOERiUzhfZWJWblJFVTVDRUZCZEpyTUJ1NDBGcnROQ2wwOUJONUg5TlVEOG5ydGR1eTVFdllUZUtRWGRBLXBhRmVjNGdrdUowZktwLVdqWnM0djY2eTNXRTdEeHJfS2Nac3VuVEVVUmFrX0xMUG9RM2FZMUM2SE0talpRWER2Y3dnbFE2cTlhbzkwaDNPbDJKc2loc3J3Zw?hl=en-US&gl=US&ceid=US%3Aen,WWD,,2024-06-04T09:02:24.000Z,Jun 4,regular
70,Dior,‘The New Look’: Ben Mendelsohn talks the unknown resilient story of Christian Dior,https://news.google.com/read/CBMiakFVX3lxTE9LT09vUjR0dHRqdm1iU0lCZDdEVHpOS2dVMnJyUEh0d2t5U1N4UW45ak9TOXRqOHZlYmRIV0xYUkFUSkNMTlhHcVV0dEExWk9mRWdBTVAwZ2o5UGI2RzcwUVljZ1FFT19NdUHSAW9BVV95cUxOR1B2djdCSW1INzJ0UXhYZF9uRTJTc2VuYmZYdXExTzBKYWlrXzRtcTdEbk52M3hfS3NmUTFLa1RjR0ZrQkc0dDZZbjFoNlMtblZyNDhxVkFIZUlIWGdJb3dLTUVBWWh0b25Za0l1a1U?hl=en-US&gl=US&ceid=US%3Aen,Metro Philadelphia,,2024-02-15T08:00:00.000Z,Feb 15,regular
71,Dior,EXCLUSIVE: Dior to Stage Gold-themed Exhibition in Beijing,https://news.google.com/read/CBMijAFBVV95cUxOc0drdmtjUUdGS0ZSY2hralJZOTRuMy1JdnU5WHFrS2x3RGdpX1pmcUhNQ2ZDTHlwTW1NelBSOXBiaFBBLXczNWM5MHdoSEcyT1BROWRfYk5Td01uc2FadDlCeFRiWTN6VUZSeWEwMXhKRDgwWE5INzBGWXhJWldEQWN6Z3o3dmNZekxWVA?hl=en-US&gl=US&ceid=US%3Aen,WWD,,2024-07-02T07:00:00.000Z,Jul 2,regular
72,Dior,‘The New Look’ Cast Reflects on Chanel and Dior’s History at Premiere,https://news.google.com/read/CBMigAFBVV95cUxPbi1JbnJtX3E2VUJibEVfZkZ4dkM4Qm5IUEhVVEFuOERjdjJrbkJjd0Fxb0l6VFJEVkswQjRPOXNXVUVtaWluZkQwR1hLb2ZKUmNKQVR2Ymd6VVVQdWFzWC1fOXJUbnlJQTdlMURfSElZUlBnR3E4bU1YamMzVW1acA?hl=en-US&gl=US&ceid=US%3Aen,The New York Times,,2024-02-21T08:00:00.000Z,Feb 21,regular
73,Dior,Italian Court Reveals Dior’s Unethical Supply Chain And Puts Other Luxury Brands On Notice,https://news.google.com/read/CBMi2gFBVV95cUxOclprUWdyUUZzTEtWOW8tWllJUlRmU2xxSDJwRmdfdVEySF81cktjLUd1M2NkRGRvV1V2eERlYk5tN2hHaDNsN2FkenNna1R4RXJoLVhRWFJtQmRmUWJaRVl4dWlUc2FWMlVhS3RlVnR4R2tjeTVYcER3ZGdoTmIyQ0VZUDI4LTNKbTd5LUwzMmprQ0NPZndmTC1xYzItME92TUZfc2FpVU9XTURYZU05UmNvYy1rQnc3T1ZfNGZXXzhvN3dpTzlfOVBuaXI3aTJyQXd2YkdWTjJCUQ?hl=en-US&gl=US&ceid=US%3Aen,Forbes,,2024-06-24T07:00:00.000Z,Jun 24,regular
74,Dior,Dior’s Youthquake Is Headed to Harrods in London,https://news.google.com/read/CBMimgFBVV95cUxPTTIxNFVtVU1GM29YQjVic29zQkNlOG1BQnF4Skx4c1o2LUh4N0Z2bUVwOXhQMjRiTVRRbnhfM0g1VzFtejNNZjBOT0xlOUVFT216SWNFQ21JMTBHOXlwUkJtOENsZk1UY3lzUXppSU5HcEhlVWkybjE1Slo5R3dXbWE3VV9rU1FiX1ExWTE3cHJadVdSYjNaY1BR?hl=en-US&gl=US&ceid=US%3Aen,WWD,,2024-07-12T07:00:00.000Z,Jul 12,regular
75,Dior,"Iann Dior, I’m Gone",https://news.google.com/read/CBMiY0FVX3lxTE02el9kNGdNU2dyYW10TEluR0tVSnZyZXRpYmY4TDR5UTBLV1h6bHpmb01IdWh3ckt5aFVNdXVoWXJVM0hlRk41eklBaktQZVN1VGFOaXJqX05ieWoxTkl2LWllMA?hl=en-US&gl=US&ceid=US%3Aen,officemagazine.net,,2023-11-03T15:21:35.000Z,"Nov 3, 2023",regular
76,Dior,Armani and Dior probed in Italy following worker exploitation claims,https://news.google.com/read/CBMiigFBVV95cUxPWWRISkhSZjQ3VFNnOFhPNGctMkVmUDlZRXNTajJpd1hDX01GYWVXZU5JTk5LOWdzMXY1cFR2X2IyNFhNc2F3TWlySWd2UWNOS2ZIYnAwNF9MUlRxa3pMYkRxcWRjRHJndHFsVHZpRHNWSXdBQlZRX0hlMURZb1RWYlNueGRRU01CYlHSAYABQVVfeXFMTzd0ODVDcDJBWWprbHhtRnlJVGtQdnQ3Skw3ZUNESS1rWjJsYzdjU1ppOW5PN0ZOaTVPRHlRNjdlYVlDNWhJU0dfUE1RMWdncnBXTjRpcl95Mkd4VHZsSjl2dnMxczY2WlN5U1JzX0x3NzNVTUMwR3liNWxHak81d3o?hl=en-US&gl=US&ceid=US%3Aen,CNN,,2024-07-17T07:00:00.000Z,Jul 17,regular
77,Dior,Dior Hosts Dinner in Celebration of Judy Chicago’s New Show in London,https://news.google.com/read/CBMizgFBVV95cUxPS2hXWHNJUnBHbXBSWjRMdFlMbElySHRNb2JiLUVkcVRvOGJzemVhaFlIZnZxcHNDdWtIRWVnODllSFhLQUJaOGxqcG92b0xMWkJlbll4cWtlNVhOQy1LTWViREtmY1FaS0tCVHI2NlJzTEcyUy1qZkpob2ZDRDZNbndGNnM1VUxBOWpDOE5wdml0b3VhdmwtUXNDUkhRZjM3NEJPM215TXpHd2dWNHVPWDYyTy1EVXhLREs0ODJDc1RQeU1yLU5lWnZqeG5JZw?hl=en-US&gl=US&ceid=US%3Aen,WWD,,2024-05-22T07:00:00.000Z,May 22,regular
78,Dior,"Christian Dior, the designer, sues Café Dior, the Springfield eatery",https://news.google.com/read/CBMitgFBVV95cUxQc0duNmFENTI3a0dTYnZWanB2ZjQ5YjNhd3p4MWwta0JRVllhUmVlLWVtbkRIbExvdzlMYnJIQWxtTmJ2YjRVU2lIVldHSGlXNFpJazFrakNYdUUzTTBCTEhlT0FrSUNscjZSVTlVM2RqMVVzclExSlYxNWQ5aXZBTzZRMklsMDlod3N6cUlLZ2pLbVU5MVhBZjBkOFlfQkF2X05QZDd2a2hMZVFMZnBQb2pYb2pGQQ?hl=en-US&gl=US&ceid=US%3Aen,MassLive.com,,2024-07-30T07:00:00.000Z,Jul 30,regular
79,Dior,"In ‘The New Look,’ It’s Chanel Versus Dior in War-Torn Paris",https://news.google.com/read/CBMihwFBVV95cUxNZkNZSWJ3V3c5dVBocHlOcTZNYVd4NGJzWTQyZE1nM2cyMTJIaWl1Z3VuVHkxMm0tVk5MT2tpdEZValJBcnp5TndQQ0NmdVd0SWQ3d1ZsaEpWZGdRSVRxemgxUV80NkZ0OUQyQlNXS2tJWV9IMEJpUkE1ZnlQaTVma2hjQUpITVk?hl=en-US&gl=US&ceid=US%3Aen,The New York Times,,2024-02-08T08:00:00.000Z,Feb 8,regular
